formula   X_a0      X_b1      X_c2      Z_a3      Z_b4      Z_c5      IE_a6     IE_b7     IE_c8     EA_a9     EA_b10    EA_c11    r_A12     r_B13     r_C14     vale_A15  vale_B16  vale_C17  cr.r_A18  cr.r_B19  cr.r_C20  mb.x_A21  mb.x_B22  mb.x_C23  s_A24     p_A25     d_A26     f_A27     s_B28     p_B29     d_B30     f_B31     s_C32     p_C33     d_C34     f_C35     topoY     
CsCaF3    0.79      1.0       3.98      55        20        9         3.89391   6.11316   17.42282  0.47163   0.02455   3.40119   2.6       1.8       0.5       1         2         7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         0         0         2         5         0         0         0         
La3AlC    1.61      2.55      1.1       13        6         57        5.98577   11.26029  5.5769    0.43284   1.26211   0.55755   1.25      0.7       1.95      3         4         3         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         1         0         0         
LaBPd3    1.1       2.04      2.2       57        5         46        5.5769    8.29802   8.33684   0.55755   0.27972   0.56214   1.95      0.85      1.4       3         3         10        3.08      3.08      3.08      1.35      1.35      1.35      2         0         1         0         2         1         0         0         0         0         10        0         0         
InNi3N    1.78      3.04      1.91      49        7         28        5.78636   14.53413  7.63988   0.38393   -0.07     1.15716   1.55      0.65      1.35      3         5         10        2.05      2.05      2.05      1.63      1.63      1.63      2         1         10        0         2         3         0         0         2         0         8         0         1         
SrTiO3    0.95      1.54      3.44      38        22        8         5.69487   6.82812   13.61806  0.05207   0.07555   1.46111   2.0       1.4       0.6       2         4         6         3.21      3.21      3.21      1.13      1.13      1.13      2         0         0         0         2         0         2         0         2         4         0         0         0         
YBPt3     1.22      2.04      2.28      39        5         78        6.21726   8.29802   8.95883   0.30712   0.27972   2.12511   1.8       0.85      1.35      3         3         10        2.94      2.94      2.94      1.41      1.41      1.41      2         0         1         0         2         1         0         0         1         0         9         14        0         
AlCo3C    1.61      2.55      1.88      13        6         27        5.98577   11.26029  7.88101   0.43284   1.26211   0.66226   1.25      0.7       1.35      3         4         9         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         7         0         0         
DyBPd3    1.22      2.04      2.2       66        5         46        5.93905   8.29802   8.33684   0.352     0.27972   0.56214   1.75      0.85      1.4       3         3         10        3.67      3.67      3.67      1.15      1.15      1.15      2         0         0         10        2         1         0         0         0         0         10        0         0         
NdBPd3    1.14      2.04      2.2       60        5         46        5.525     8.29802   8.33684   0.09749   0.27972   0.56214   1.85      0.85      1.4       3         3         10        3.99      3.99      3.99      1.2       1.2       1.2       2         0         0         4         2         1         0         0         0         0         10        0         0         
TmBPd3    1.25      2.04      2.2       69        5         46        6.18431   8.29802   8.33684   1.02922   0.27972   0.56214   1.75      0.85      1.4       3         3         10        3.60      3.60      3.60      1.2       1.2       1.2       2         0         0         13        2         1         0         0         0         0         10        0         0         
Sc3SnB    1.96      2.04      1.36      50        5         21        7.34392   8.29802   6.56149   1.11207   0.27972   0.1882    1.45      0.85      1.6       4         3         3         1.88      1.88      1.88      1.88      1.88      1.88      2         2         10        0         2         1         0         0         2         0         1         0         0         
KCdF3     0.82      1.69      3.98      19        48        9         4.34066   8.99382   17.42282  0.50146   -0.72     3.40119   2.2       1.55      0.5       1         12        7         3.69      3.69      3.69      0.80      0.80      0.80      1         0         0         0         2         0         10        0         2         5         0         0         0         
Ca3PN     2.19      3.04      1.0       15        7         20        10.48669  14.53413  6.11316   0.74661   -0.07     0.02455   1.0       0.65      1.8       5         5         2         1.24      1.24      1.24      2.32      2.32      2.32      2         3         0         0         2         3         0         0         2         0         0         0         0         
Ho3GaC    2.55      1.81      1.23      6         31        67        11.26029  5.9993    6.0215    1.26211   0.3012    0.338     0.7       1.3       1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         11        0         
Ho3InC    2.55      1.78      1.23      6         49        67        11.26029  5.78636   6.0215    1.26211   0.38393   0.338     0.7       1.55      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         11        0         
Sm3TlC    1.62      2.55      1.17      81        6         62        6.10829   11.26029  5.64371   0.32005   1.26211   0.162     1.9       0.7       1.85      3         4         3         2.235     2.235     2.235     1.69      1.69      1.69      2         1         10        14        2         2         0         0         2         0         0         6         0         
MgNi3C    1.31      2.55      1.91      12        6         28        7.64624   11.26029  7.63988   -0.42     1.26211   1.15716   1.5       0.7       1.35      2         4         10        2.03      2.03      2.03      1.31      1.31      1.31      2         0         0         0         2         2         0         0         2         0         8         0         0         
ScRh3C    1.36      2.55      2.28      21        6         45        6.56149   11.26029  7.4589    0.1882    1.26211   1.14289   1.6       0.7       1.35      3         4         9         2.75      2.75      2.75      1.50      1.50      1.50      2         0         1         0         2         2         0         0         1         0         8         0         0         
Sc3TlC    1.62      2.55      1.36      81        6         21        6.10829   11.26029  6.56149   0.32005   1.26211   0.1882    1.9       0.7       1.6       3         4         3         2.235     2.235     2.235     1.69      1.69      1.69      2         1         10        14        2         2         0         0         2         0         1         0         0         
SrLiH3    0.98      0.95      2.2       3         38        1         5.39171   5.69487   13.59843  0.61805   0.05207   0.7546    1.45      2.0       0.25      1         2         1         1.61      1.61      1.61      0.90      0.90      0.90      1         0         0         0         2         0         0         0         1         0         0         0         0         
Er3TlC    2.55      1.62      1.24      6         81        68        11.26029  6.10829   6.1077    1.26211   0.32005   0.312     0.7       1.9       1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        14        2         0         0         12        1         
RbPbF3    0.82      2.33      3.98      37        82        9         4.17713   7.41668   17.42282  0.48592   0.35672   3.40119   2.35      1.8       0.5       1         4         7         4.10      4.10      4.10      0.80      0.80      0.80      1         0         0         0         2         2         10        14        2         5         0         0         0         
Rb3AuO    2.54      3.44      0.82      79        8         37        9.22555   13.61806  4.17713   2.30861   1.46111   0.48592   1.35      0.6       2.35      11        6         1         2.66      2.66      2.66      1.19      1.19      1.19      1         0         10        14        2         4         0         0         1         0         0         0         0         
Dy3AlC    1.61      2.55      1.22      13        6         66        5.98577   11.26029  5.93905   0.43284   1.26211   0.352     1.25      0.7       1.75      3         4         3         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         0         10        0         
Y3InC     1.78      2.55      1.22      49        6         39        5.78636   11.26029  6.21726   0.38393   1.26211   0.30712   1.55      0.7       1.8       3         4         3         2.05      2.05      2.05      1.63      1.63      1.63      2         1         10        0         2         2         0         0         2         0         1         0         0         
Tb3TlC    2.55      1.62      1.1       6         81        65        11.26029  6.10829   5.8638    1.26211   0.32005   0.13132   0.7       1.9       1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        14        2         0         0         9         1         
PrBPd3    1.13      2.04      2.2       59        5         46        5.4702    8.29802   8.33684   0.10923   0.27972   0.56214   1.85      0.85      1.4       3         3         10        4.48      4.48      4.48      1.1       1.1       1.1       2         0         0         3         2         1         0         0         0         0         10        0         0         
Sr3PbO    2.33      3.44      0.95      82        8         38        7.41668   13.61806  5.69487   0.35672   1.46111   0.05207   1.8       0.6       2.0       4         6         2         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         4         0         0         2         0         0         0         1         
YRh3C     1.22      2.55      2.28      39        6         45        6.21726   11.26029  7.4589    0.30712   1.26211   1.14289   1.8       0.7       1.35      3         4         9         2.94      2.94      2.94      1.41      1.41      1.41      2         0         1         0         2         2         0         0         1         0         8         0         0         
Nd3SnN    1.96      3.04      1.14      50        7         60        7.34392   14.53413  5.525     1.11207   -0.07     0.09749   1.45      0.65      1.85      4         5         3         1.88      1.88      1.88      1.88      1.88      1.88      2         2         10        0         2         3         0         0         2         0         0         4         0         
Sr3SbN    2.05      3.04      0.95      51        7         38        8.60839   14.53413  5.69487   1.0474    -0.07     0.05207   1.45      0.65      2.0       5         5         2         1.765     1.765     1.765     2.14      2.14      2.14      2         3         10        0         2         3         0         0         2         0         0         0         0         
RbYbF3    0.82      1.1       3.98      37        70        9         4.17713   6.25416   17.42282  0.48592   -0.02     3.40119   2.35      1.75      0.5       1         3         7         4.10      4.10      4.10      0.80      0.80      0.80      1         0         0         0         2         0         0         14        2         5         0         0         0         
BaThO3    0.89      1.3       3.44      56        90        8         5.21166   6.3067    13.61806  0.14463   1.17      1.46111   2.15      1.8       0.6       2         3         6         3.402     3.402     3.402     1.08      1.08      1.08      2         0         0         0         2         0         2         0         2         4         0         0         0         
RbPdF3    0.82      2.2       3.98      37        46        9         4.17713   8.33684   17.42282  0.48592   0.56214   3.40119   2.35      1.4       0.5       1         10        7         4.10      4.10      4.10      0.80      0.80      0.80      1         0         0         0         0         0         10        0         2         5         0         0         0         
Ca3AsN    2.18      3.04      1.0       33        7         20        9.78855   14.53413  6.11316   0.80482   -0.07     0.02455   1.15      0.65      1.8       5         5         2         1.415     1.415     1.415     2.27      2.27      2.27      2         3         10        0         2         3         0         0         2         0         0         0         0         
Pr3TlC    2.55      1.62      1.13      6         81        59        11.26029  6.10829   5.4702    1.26211   0.32005   0.10923   0.7       1.9       1.85      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        14        2         0         0         3         0         
Ti3TlN    1.62      3.04      1.54      81        7         22        6.10829   14.53413  6.82812   0.32005   -0.07     0.07555   1.9       0.65      1.4       3         5         4         2.235     2.235     2.235     1.69      1.69      1.69      2         1         10        14        2         3         0         0         2         0         2         0         1         
Sm3InC    2.55      1.78      1.17      6         49        62        11.26029  5.78636   5.64371   1.26211   0.38393   0.162     0.7       1.55      1.85      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         6         1         
NaBeH3    0.93      1.57      2.2       11        4         1         5.13908   9.3227    13.59843  0.54793   -0.52     0.7546    1.8       1.05      0.25      1         2         1         2.65      2.65      2.65      0.89      0.89      0.89      1         0         0         0         2         0         0         0         1         0         0         0         0         
HoBPd3    1.23      2.04      2.2       67        5         46        6.0215    8.29802   8.33684   0.338     0.27972   0.56214   1.75      0.85      1.4       3         3         10        3.65      3.65      3.65      1.2       1.2       1.2       2         0         0         11        2         1         0         0         0         0         10        0         0         
Mn3SnN    1.96      3.04      1.55      50        7         25        7.34392   14.53413  7.43404   1.11207   -0.07     -0.52     1.45      0.65      1.4       4         5         7         1.88      1.88      1.88      1.88      1.88      1.88      2         2         10        0         2         3         0         0         2         0         5         0         0         
ThRu3C    1.3       2.55      2.2       90        6         44        6.3067    11.26029  7.3605    1.17      1.26211   1.04638   1.8       0.7       1.3       3         4         8         4.98      4.98      4.98      1.3       1.3       1.3       2         0         2         0         2         2         0         0         1         0         7         0         0         
Ba3PbO    2.33      3.44      0.89      82        8         56        7.41668   13.61806  5.21166   0.35672   1.46111   0.14463   1.8       0.6       2.15      4         6         2         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         4         0         0         2         0         0         0         1         
Sc3GaC    1.81      2.55      1.36      31        6         21        5.9993    11.26029  6.56149   0.3012    1.26211   0.1882    1.3       0.7       1.6       3         4         3         1.695     1.695     1.695     1.70      1.70      1.70      2         1         10        0         2         2         0         0         2         0         1         0         0         
CaSiO3    1.0       1.9       3.44      20        14        8         6.11316   8.15168   13.61806  0.02455   1.38952   1.46111   1.8       1.1       0.6       2         4         6         3.00      3.00      3.00      1.17      1.17      1.17      2         0         0         0         2         2         0         0         2         4         0         0         0         
LiCaF3    1.0       0.98      3.98      20        3         9         6.11316   5.39171   17.42282  0.02455   0.61805   3.40119   1.8       1.45      0.5       2         1         7         3.00      3.00      3.00      1.17      1.17      1.17      2         0         0         0         1         0         0         0         2         5         0         0         0         
ScBPd3    1.36      2.04      2.2       21        5         46        6.56149   8.29802   8.33684   0.1882    0.27972   0.56214   1.6       0.85      1.4       3         3         10        2.75      2.75      2.75      1.50      1.50      1.50      2         0         1         0         2         1         0         0         0         0         10        0         0         
GePbO3    2.33      2.01      3.44      82        32        8         7.41668   7.89944   13.61806  0.35672   1.23268   1.46111   1.8       1.25      0.6       4         4         6         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         2         10        0         2         4         0         0         0         
CsBeF3    0.79      1.57      3.98      55        4         9         3.89391   9.3227    17.42282  0.47163   -0.52     3.40119   2.6       1.05      0.5       1         2         7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         0         0         2         5         0         0         0         
ScBiO3    2.02      1.36      3.44      83        21        8         7.28552   6.56149   13.61806  0.94236   0.1882    1.46111   1.6       1.6       0.6       5         3         6         1.997     1.997     1.997     2.14      2.14      2.14      2         3         10        14        2         0         1         0         2         4         0         0         0         
CsCdCl3   0.79      1.69      3.16      55        48        17        3.89391   8.99382   12.96763  0.47163   -0.72     3.61273   2.6       1.55      1.0       1         12        7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         10        0         2         5         0         0         0         
CaZrO3    1.0       1.33      3.44      20        40        8         6.11316   6.63413   13.61806  0.02455   0.43329   1.46111   1.8       1.55      0.6       2         4         6         3.00      3.00      3.00      1.17      1.17      1.17      2         0         0         0         2         0         2         0         2         4         0         0         0         
CsCaH3    0.79      1.0       2.2       55        20        1         3.89391   6.11316   13.59843  0.47163   0.02455   0.7546    2.6       1.8       0.25      1         2         1         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         0         0         1         0         0         0         0         
TiPbO3    2.33      1.54      3.44      82        22        8         7.41668   6.82812   13.61806  0.35672   0.07555   1.46111   1.8       1.4       0.6       4         4         6         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         0         2         0         2         4         0         0         0         
Mn3ZnN    1.65      3.04      1.55      30        7         25        9.3942    14.53413  7.43404   -0.62     -0.07     -0.52     1.35      0.65      1.4       12        5         7         1.88      1.88      1.88      1.44      1.44      1.44      2         0         10        0         2         3         0         0         2         0         5         0         0         
KNbO3     0.82      1.6       3.44      19        41        8         4.34066   6.75885   13.61806  0.50146   0.91741   1.46111   2.2       1.45      0.6       1         5         6         3.69      3.69      3.69      0.80      0.80      0.80      1         0         0         0         1         0         4         0         2         4         0         0         0         
NaMgF3    0.93      1.31      3.98      11        12        9         5.13908   7.64624   17.42282  0.54793   -0.42     3.40119   1.8       1.5       0.5       1         2         7         2.65      2.65      2.65      0.89      0.89      0.89      1         0         0         0         2         0         0         0         2         5         0         0         0         
SrHfO3    0.95      1.3       3.44      38        72        8         5.69487   6.82507   13.61806  0.05207   0.17807   1.46111   2.0       1.55      0.6       2         4         6         3.21      3.21      3.21      1.13      1.13      1.13      2         0         0         0         2         0         2         14        2         4         0         0         0         
BaZrO3    0.89      1.33      3.44      56        40        8         5.21166   6.63413   13.61806  0.14463   0.43329   1.46111   2.15      1.55      0.6       2         4         6         3.402     3.402     3.402     1.08      1.08      1.08      2         0         0         0         2         0         2         0         2         4         0         0         0         
ZrPbO3    2.33      1.33      3.44      82        40        8         7.41668   6.63413   13.61806  0.35672   0.43329   1.46111   1.8       1.55      0.6       4         4         6         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         0         2         0         2         4         0         0         0         
TiSnO3    1.96      1.54      3.44      50        22        8         7.34392   6.82812   13.61806  1.11207   0.07555   1.46111   1.45      1.4       0.6       4         4         6         1.88      1.88      1.88      1.88      1.88      1.88      2         2         10        0         2         0         2         0         2         4         0         0         0         
LaBPt3    1.1       2.04      2.28      57        5         78        5.5769    8.29802   8.95883   0.55755   0.27972   2.12511   1.95      0.85      1.35      3         3         10        3.08      3.08      3.08      1.35      1.35      1.35      2         0         1         0         2         1         0         0         1         0         9         14        0         
Ho3TlC    2.55      1.62      1.23      6         81        67        11.26029  6.10829   6.0215    1.26211   0.32005   0.338     0.7       1.9       1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        14        2         0         0         11        1         
Er3InC    2.55      1.78      1.24      6         49        68        11.26029  5.78636   6.1077    1.26211   0.38393   0.312     0.7       1.55      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         12        1         
Sm3GaC    1.81      2.55      1.17      31        6         62        5.9993    11.26029  5.64371   0.3012    1.26211   0.162     1.3       0.7       1.85      3         4         3         1.695     1.695     1.695     1.70      1.70      1.70      2         1         10        0         2         2         0         0         2         0         0         6         0         
ZrRu3C    1.33      2.55      2.2       40        6         44        6.63413   11.26029  7.3605    0.43329   1.26211   1.04638   1.55      0.7       1.3       4         4         8         2.825     2.825     2.825     1.70      1.70      1.70      2         0         2         0         2         2         0         0         1         0         7         0         0         
ThTaN3    1.3       1.5       3.04      90        73        7         6.3067    7.54957   14.53413  1.17      0.32312   -0.07     1.8       1.45      0.65      3         5         5         4.98      4.98      4.98      1.3       1.3       1.3       2         0         2         0         2         0         3         14        2         3         0         0         1         
K3BrO     2.96      3.44      0.82      35        8         19        11.81381  13.61806  4.34066   3.36359   1.46111   0.50146   1.15      0.6       2.2       7         6         1         1.20      1.20      1.20      2.83      2.83      2.83      2         5         10        0         2         4         0         0         1         0         0         0         0         
Pr3InO    1.78      3.44      1.13      49        8         59        5.78636   13.61806  5.4702    0.38393   1.46111   0.10923   1.55      0.6       1.85      3         6         3         2.05      2.05      2.05      1.63      1.63      1.63      2         1         10        0         2         4         0         0         2         0         0         3         0         
SmCoO3    1.17      1.88      3.44      62        27        8         5.64371   7.88101   13.61806  0.162     0.66226   1.46111   1.85      1.35      0.6       3         9         6         4.14      4.14      4.14      1.2       1.2       1.2       2         0         0         6         2         0         7         0         2         4         0         0         0         
Ho3AlC    1.61      2.55      1.23      13        6         67        5.98577   11.26029  6.0215    0.43284   1.26211   0.338     1.25      0.7       1.75      3         4         3         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         0         11        0         
Cr3RhN    2.28      3.04      1.66      45        7         24        7.4589    14.53413  6.76651   1.14289   -0.07     0.67584   1.35      0.65      1.4       9         5         6         2.52      2.52      2.52      1.99      1.99      1.99      1         0         8         0         2         3         0         0         1         0         5         0         0         
Tb3AlC    2.55      1.61      1.1       6         13        65        11.26029  5.98577   5.8638    1.26211   0.43284   0.13132   0.7       1.25      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         0         0         2         0         0         9         1         
BaSnO3    0.89      1.96      3.44      56        50        8         5.21166   7.34392   13.61806  0.14463   1.11207   1.46111   2.15      1.45      0.6       2         4         6         3.402     3.402     3.402     1.08      1.08      1.08      2         0         0         0         2         2         10        0         2         4         0         0         0         
Nd3PbN    2.33      3.04      1.14      82        7         60        7.41668   14.53413  5.525     0.35672   -0.07     0.09749   1.8       0.65      1.85      4         5         3         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         3         0         0         2         0         0         4         0         
Ca3BiN    2.02      3.04      1.0       83        7         20        7.28552   14.53413  6.11316   0.94236   -0.07     0.02455   1.6       0.65      1.8       5         5         2         1.997     1.997     1.997     2.14      2.14      2.14      2         3         10        14        2         3         0         0         2         0         0         0         1         
KMgF3     0.82      1.31      3.98      19        12        9         4.34066   7.64624   17.42282  0.50146   -0.42     3.40119   2.2       1.5       0.5       1         2         7         3.69      3.69      3.69      0.80      0.80      0.80      1         0         0         0         2         0         0         0         2         5         0         0         0         
Pr3AlC    1.61      2.55      1.13      13        6         59        5.98577   11.26029  5.4702    0.43284   1.26211   0.10923   1.25      0.7       1.85      3         4         3         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         0         3         0         
CsMgF3    0.79      1.31      3.98      55        12        9         3.89391   7.64624   17.42282  0.47163   -0.42     3.40119   2.6       1.5       0.5       1         2         7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         0         0         2         5         0         0         0         
CsCdF3    0.79      1.69      3.98      55        48        9         3.89391   8.99382   17.42282  0.47163   -0.72     3.40119   2.6       1.55      0.5       1         12        7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         0         10        0         2         5         0         0         0         
CsSnCl3   0.79      1.96      3.16      55        50        17        3.89391   7.34392   12.96763  0.47163   1.11207   3.61273   2.6       1.45      1.0       1         4         7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         2         10        0         2         5         0         0         0         
SrZrO3    0.95      1.33      3.44      38        40        8         5.69487   6.63413   13.61806  0.05207   0.43329   1.46111   2.0       1.55      0.6       2         4         6         3.21      3.21      3.21      1.13      1.13      1.13      2         0         0         0         2         0         2         0         2         4         0         0         0         
SnPd3C    1.96      2.55      2.2       50        6         46        7.34392   11.26029  8.33684   1.11207   1.26211   0.56214   1.45      0.7       1.4       4         4         10        1.88      1.88      1.88      1.88      1.88      1.88      2         2         10        0         2         2         0         0         0         0         10        0         1         
Er3AlC    2.55      1.61      1.24      6         13        68        11.26029  5.98577   6.1077    1.26211   0.43284   0.312     0.7       1.25      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         0         0         2         0         0         12        1         
Yb3PbO    2.33      3.44      1.1       82        8         70        7.41668   13.61806  6.25416   0.35672   1.46111   -0.02     1.8       0.6       1.75      4         6         3         2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         4         0         0         2         0         0         14        1         
NdRh3C    1.14      2.55      2.28      60        6         45        5.525     11.26029  7.4589    0.09749   1.26211   1.14289   1.85      0.7       1.35      3         4         9         3.99      3.99      3.99      1.2       1.2       1.2       2         0         0         4         2         2         0         0         1         0         8         0         0         
Mg3ZnC    1.65      2.55      1.31      30        6         12        9.3942    11.26029  7.64624   -0.62     1.26211   -0.42     1.35      0.7       1.5       12        4         2         1.88      1.88      1.88      1.44      1.44      1.44      2         0         10        0         2         2         0         0         2         0         0         0         0         
ScCo3C    1.36      2.55      1.88      21        6         27        6.56149   11.26029  7.88101   0.1882    1.26211   0.66226   1.6       0.7       1.35      3         4         9         2.75      2.75      2.75      1.50      1.50      1.50      2         0         1         0         2         2         0         0         2         0         7         0         0         
Tm3GaC    2.55      1.81      1.25      6         31        69        11.26029  5.9993    6.18431   1.26211   0.3012    1.02922   0.7       1.3       1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         13        1         
ZnAgF3    1.93      1.65      3.98      47        30        9         7.57623   9.3942    17.42282  1.30447   -0.62     3.40119   1.6       1.35      0.5       11        12        7         2.375     2.375     2.375     1.07      1.07      1.07      1         0         10        0         2         0         10        0         2         5         0         0         0         
Ca3TlN    1.62      3.04      1.0       81        7         20        6.10829   14.53413  6.11316   0.32005   -0.07     0.02455   1.9       0.65      1.8       3         5         2         2.235     2.235     2.235     1.69      1.69      1.69      2         1         10        14        2         3         0         0         2         0         0         0         0         
Lu3TlC    1.62      2.55      1.27      81        6         71        6.10829   11.26029  5.42587   0.32005   1.26211   0.23887   1.9       0.7       1.75      3         4         3         2.235     2.235     2.235     1.69      1.69      1.69      2         1         10        14        2         2         0         0         2         0         1         14        0         
Ti3AlN    1.61      3.04      1.54      13        7         22        5.98577   14.53413  6.82812   0.43284   -0.07     0.07555   1.25      0.65      1.4       3         5         4         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         3         0         0         2         0         2         0         0         
TmRh3C    1.25      2.55      2.28      69        6         45        6.18431   11.26029  7.4589    1.02922   1.26211   1.14289   1.75      0.7       1.35      3         4         9         3.60      3.60      3.60      1.2       1.2       1.2       2         0         0         13        2         2         0         0         1         0         8         0         1         
NbAgO3    1.93      1.6       3.44      47        41        8         7.57623   6.75885   13.61806  1.30447   0.91741   1.46111   1.6       1.45      0.6       11        5         6         2.375     2.375     2.375     1.07      1.07      1.07      1         0         10        0         1         0         4         0         2         4         0         0         0         
HoRh3C    1.23      2.55      2.28      67        6         45        6.0215    11.26029  7.4589    0.338     1.26211   1.14289   1.75      0.7       1.35      3         4         9         3.65      3.65      3.65      1.2       1.2       1.2       2         0         0         11        2         2         0         0         1         0         8         0         1         
Pd3PbC    2.33      2.55      2.2       82        6         46        7.41668   11.26029  8.33684   0.35672   1.26211   0.56214   1.8       0.7       1.4       4         4         10        2.09      2.09      2.09      1.92      1.92      1.92      2         2         10        14        2         2         0         0         0         0         10        0         1         
Y3AlC     1.61      2.55      1.22      13        6         39        5.98577   11.26029  6.21726   0.43284   1.26211   0.30712   1.25      0.7       1.8       3         4         3         1.675     1.675     1.675     1.64      1.64      1.64      2         1         0         0         2         2         0         0         2         0         1         0         0         
GaBiO3    2.02      1.81      3.44      83        31        8         7.28552   5.9993    13.61806  0.94236   0.3012    1.46111   1.6       1.3       0.6       5         3         6         1.997     1.997     1.997     2.14      2.14      2.14      2         3         10        14        2         1         10        0         2         4         0         0         0         
Tm3InC    2.55      1.78      1.25      6         49        69        11.26029  5.78636   6.18431   1.26211   0.38393   1.02922   0.7       1.55      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         13        1         
AlBiO3    2.02      1.61      3.44      83        13        8         7.28552   5.98577   13.61806  0.94236   0.43284   1.46111   1.6       1.25      0.6       5         3         6         1.997     1.997     1.997     2.14      2.14      2.14      2         3         10        14        2         1         0         0         2         4         0         0         0         
Tb3InC    2.55      1.78      1.1       6         49        65        11.26029  5.78636   5.8638    1.26211   0.38393   0.13132   0.7       1.55      1.75      4         3         3         0.64      0.64      0.64      2.37      2.37      2.37      2         2         0         0         2         1         10        0         2         0         0         9         0         
LaCoO3    1.1       1.88      3.44      57        27        8         5.5769    7.88101   13.61806  0.55755   0.66226   1.46111   1.95      1.35      0.6       3         9         6         3.08      3.08      3.08      1.35      1.35      1.35      2         0         1         0         2         0         7         0         2         4         0         0         0         
CsPbI3    0.79      2.33      2.66      55        82        53        3.89391   7.41668   10.45126  0.47163   0.35672   3.05905   2.6       1.8       1.4       1         4         7         4.31      4.31      4.31      0.77      0.77      0.77      1         0         0         0         2         2         10        14        2         5         10        0         1         
